rs360808	1.63382	-0.726732,0,-0.869518,0.0803874
rs4671448	1.0366	-0.0725545,0.478059,0.461643,0
rs7591708	-0.144001	-0.247371,0,-0.0858619,-0.570645
rs12713469	-0.0234542	0,0.448337,0.88825,0.542025
rs13410889	1.38046	-0.636156,0,-0.0326466,-0.207306
rs2710641	0.967676	0,-0.189043,0.240147,-0.0295545
rs6545977	0.0661018	0,0.156936,0.398927,0.247588
rs62180268	1.85494	0,0.277752,-0.8434,-1.12987
rs62180269	-0.401127	0.463376,0,0.276346,-0.187764
rs62180270	0.947315	0,0.0679499,0.53222,0.274899
rs62180271	1.57744	0,-0.725644,-0.823693,-0.678877
rs62180272	0.0454611	0,-0.226574,-0.301652,-0.744713
rs62180275	0.412192	0,0.102922,-0.353717,-0.0848901
rs62180276	-0.135191	0.434161,-0.056936,0,-0.0684927
rs79036893	0.977039	0,-0.255539,-0.398979,-1.04997
rs62180307	-1.64781	-0.17628,0,0.380193,-0.34067
rs62180308	0.259873	-0.305478,-0.245098,0,0.257261
rs62180310	1.1689	-0.548327,0.973014,0,0.774723
rs62180312	0.719289	0.297577,0.223668,-0.543145,0
rs62180314	0.600393	-0.0520226,0,-0.410896,-0.532285
rs62180316	0.872955	0.190541,-0.450113,0.506904,0
rs62180317	1.02991	-0.339951,-0.758427,-0.268745,0
rs77756925	-0.242456	0,0.100064,0.0642923,0.128943
rs62180320	1.66952	-1.16623,-0.814323,-0.548511,0
rs17408652	0.318723	-0.209987,0.379774,0,0.594107
rs7568224	1.65234	-0.0287191,0.0345709,0,-0.458908
rs17408841	0.0104465	-0.0951521,0.688609,0,0.155863
rs2421862	0.140358	0,0.685069,0.576497,0.653105
rs62180322	-0.428131	-0.0491072,0.356658,-0.311816,0
rs13411657	0.193753	0,-0.383034,-0.841271,0.0340542
rs62180323	0.016714	-0.191953,0,-0.281446,-0.398693
rs62180324	-0.399135	0,0.923848,-0.330336,0.286607
rs13431765	0.796958	-0.744969,0.562256,0,0.125168
rs62180325	1.90572	0,0.504328,0.42328,0.293148
rs7605319	0.15959	0.742324,0.124829,-0.26455,0
rs13427868	0.973191	-1.15596,-0.167014,-0.420245,0
rs62177761	0.742459	-0.433214,0,-0.0887397,-0.37784
rs62177762	-1.2343	0.696047,0,0.953326,0.236965
rs13387839	-1.2571	-0.00737398,0.4225,0.470556,0
rs12151606	0.0620539	0.355327,0,0.525602,-0.117398
rs17432684	-1.10671	0.50548,0,0.393914,0.262163
rs17348134	0.83004	-0.0702635,0.139157,-0.041127,0
rs62177774	0.928048	-0.252625,0,-0.167587,-0.615872
rs10188700	-0.042533	0,-0.00247243,0.23855,-0.22517
rs58483312	0.79422	0,0.481859,-1.3139,0.178177
rs13417792	0.548467	-0.927177,0.145022,0.264863,0
rs62177782	0.883179	-0.216367,-0.306618,0.554201,0
rs62177783	0.0284616	0.0654526,0.399453,0,0.599795
rs10203263	0.892109	0,-0.641639,-0.876696,0.139411
rs62177789	0.501582	-0.0574483,-0.478812,0,-0.0172008
rs62177791	0.241296	-0.449046,-0.271115,0,-0.261172
rs10169579	1.70394	0,-0.11386,-0.531421,-0.221071
rs62177792	0.0516194	-1.03199,0,-0.111239,0.230691
rs1850984	1.17314	0,-0.356633,0.0858379,-0.00871319
rs13422328	1.82289	0.228616,0,0.320064,0.175631
rs17432775	0.680454	0.568642,0.397978,1.07389,0
rs62177793	-1.77298	-0.0928453,0,-0.119844,0.198443
rs62177797	1.43427	-0.474738,0,0.527191,-0.712257
rs62177820	0.9795	-0.459596,0,-0.0759939,-0.21477
rs62177821	0.342998	0.568598,-0.700768,0,0.673712
rs7349440	-1.28187	0,0.103874,0.211731,0.344833
rs2263636	-0.573924	-0.438044,0,0.0987705,-0.334665
rs2677436	-0.56487	-0.067917,0.0180154,0.188554,0
rs2677437	0.408756	-0.518115,0,0.00882575,-0.224015
rs2677438	-0.458182	0.934542,0.209318,0,0.238194
rs2677439	0.506393	-0.742658,-0.492216,0,-0.192201
rs2677440	-0.441426	-0.490712,0,-0.726144,-0.519816
rs970278	-0.173241	0.389316,0,0.952677,0.0478805
rs2951185	2.14448	-0.810257,0,1.04089,-0.384721
rs2945032	0.695753	0,0.1083,-0.179364,-0.419106
