rs360808	0.774427	0.07894,0.191872,-0.364836,0
rs4671448	0.927123	0.249482,0,0.457817,-0.575038
rs7591708	1.61847	0.420075,-0.585251,0.0380232,0
rs12713469	-0.857598	0.481701,-0.0986123,0,0.0536268
rs13410889	2.31046	0.241698,0.348014,0.409419,0
rs2710641	0.595513	-0.151144,-0.254228,0,0.00361323
rs6545977	-0.835664	-0.200279,-0.717679,0,0.105483
rs62180268	0.13094	0.259863,-0.3528,0,-0.62243
rs62180269	0.634759	-0.537175,-1.00804,-1.22228,0
rs62180270	-1.54433	-0.174056,-0.020361,0,0.265582
rs62180271	-1.4291	-0.223111,-0.0541512,0,-0.328669
rs62180272	0.196837	-1.08635,0.0497739,0,-0.280394
rs62180275	-0.390359	0.376844,0.083012,0,0.634411
rs62180276	-0.650437	0,-1.33103,-0.84395,-0.584671
rs79036893	2.3921	-0.0438006,0.595713,0.336679,0
rs62180307	-4.0945	1.95136,1.59014,2.04285,0
rs62180308	0.96151	-0.253444,-0.414966,-0.367498,0
rs62180310	1.46739	-0.444269,-0.527843,-0.113007,0
rs62180312	1.18243	-0.642872,0,-0.514477,0.621951
rs62180314	-3.29466	1.23696,0.85288,0,0.323508
rs62180316	-0.723351	0.0194868,0,0.277168,0.175947
rs62180317	-1.01817	0.0272181,0,-0.623134,-0.119689
rs77756925	-1.22316	0.104349,0.276414,0.428606,0
rs62180320	0.819042	-0.76965,0,-0.41106,0.00247192
rs17408652	0.63775	1.03858,0.212348,-0.0501579,0
rs7568224	-0.391286	0,0.2709,0.377585,0.551508
rs17408841	-0.20917	0,-0.0341476,0.211856,-0.119906
rs2421862	-1.71011	0.688576,0.140887,0,0.393336
rs62180322	1.58199	0.2039,0,-0.887669,-0.524832
rs13411657	-0.0446606	0.124585,-0.508063,0,-0.485846
rs62180323	-0.768185	0.386351,0.296773,0.180195,0
rs62180324	0.472947	-0.0271682,0.375622,0,0.824967
rs13431765	0.876302	1.00892,-0.169623,0.146986,0
rs62180325	0.597607	-0.363177,-0.517873,0,0.250926
rs7605319	-0.492331	1.19823,0,0.886478,0.322234
rs13427868	-0.58337	0.250857,0.122029,0,0.198406
rs62177761	1.63344	0.528872,0.312162,0.406051,0
rs62177762	0.935661	0,-0.328263,-0.300554,0.0181619
rs13387839	0.109472	0.831986,0,0.684234,0.0938025
rs12151606	-0.224721	-0.46142,-0.510574,0.0665889,0
rs17432684	-0.74209	0,-0.534106,-0.525135,-0.865958
rs17348134	1.16607	0,-0.14816,-0.50739,0.161256
rs62177774	-2.67015	-0.12869,-0.380031,0.341431,0
rs10188700	0.302134	-0.0369601,-0.260398,0,0.397277
rs58483312	-0.148703	-0.0663575,0,0.000664376,-0.328052
rs13417792	-0.514965	-0.994045,-0.890287,0,-0.40692
rs62177782	-0.384585	-0.0724206,0,0.0768232,0.185395
rs62177783	-0.410107	0.126328,-0.192051,0.131448,0
rs10203263	1.05767	-0.369561,0,0.326389,-0.391232
rs62177789	-0.292338	0,0.957854,0.0903212,0.391935
rs62177791	0.257303	-0.00892989,0,-0.092167,0.534822
rs10169579	-0.394034	-0.100561,-0.566523,0,-0.844035
rs62177792	-1.73065	0,0.203289,0.56354,0.692577
rs1850984	0.275157	-0.496046,-0.18712,0,0.434484
rs13422328	0.299913	0,-0.103527,-0.368058,-0.337878
rs17432775	0.51738	-1.25867,0,-1.73873,-0.53917
rs62177793	2.70564	-0.797073,-0.118935,0.105172,0
rs62177797	-0.355799	1.04684,0.0514979,0.378678,0
rs62177820	-2.0574	0,-0.64721,0.0651198,-0.0633475
rs62177821	-3.80805	0,1.28043,1.15286,3.14101
rs7349440	1.28897	-1.52142,-0.102393,0,0.0485211
rs2263636	1.87779	0,0.365779,-0.089631,-0.105378
rs2677436	0.345383	0,0.221764,0.61541,-1.39945
rs2677437	-0.209319	0,0.167497,0.153572,0.266699
rs2677438	-3.57486	-0.414163,0,0.0639407,0.123961
rs2677439	-0.447213	0,0.135415,0.280511,-0.0315823
rs2677440	-0.33138	0.367787,0.772771,0.192193,0
rs970278	0.373763	0,-0.0314859,-0.179213,0.482774
rs2951185	0.352402	0.750641,-0.116244,-0.127778,0
rs2945032	1.18031	-0.184455,0,-0.596841,-0.0535038
rs2951186	-1.25801	0,0.144806,0.650245,-0.102134
rs62177824	-0.438119	0.204871,-0.0887222,0,0.193629
rs1607204	-0.781899	0.00578257,-0.271312,-0.319539,0
rs1607205	-1.37919	-0.0127769,-0.52388,0,-0.13125
rs1589092	-0.871417	0,-0.691447,-0.143895,0.274727
rs11685910	1.87975	0.292839,0.58237,0.281741,0
rs11691166	3.12528	0,-1.40222,-0.0846945,-0.415982
rs13020171	-0.2791	0,-0.0705721,-0.00808523,0.340812
rs10184105	1.04443	-1.14373,-1.18806,0,-0.581218
rs4671468	-0.0400854	0.654717,0.000320707,0,-0.745264
rs4671469	1.36047	0.130828,-0.269712,0,0.548716
rs2030188	-0.229431	-0.34644,0.311224,0,-0.315628
rs2030189	-0.498826	0.00978223,0.336971,0.014771,0
rs2030190	0.140644	0.381201,0,0.131239,-0.0810387
rs12713476	0.611145	1.31507,-0.176385,2.14985,0
rs6725694	0.525555	0.0847492,-0.386522,0,0.364854
rs10207356	-1.98971	1.40373,2.66935,1.72939,0
rs10173637	-2.00419	0,0.356064,-0.551279,-0.277443
rs7596446	-0.972965	0.698039,0.27752,0.752107,0
rs7608966	1.07006	0,0.299187,-0.25596,-0.113189
rs7596580	0.634343	-0.615271,-0.25774,0.482761,0
rs2421881	-1.33763	0.832319,0.151213,0.0354057,0
rs4416201	0.322856	0,-0.193862,-0.611777,-1.21879
rs4671470	1.20141	-0.366518,-0.127359,0,-0.0323853
rs4671471	1.69671	0.56303,0,0.597168,-0.521455
rs11684108	-0.953075	-0.569306,-0.653484,0,-1.45133
rs12713477	0.522099	0.232227,-0.245917,0.0896228,0
rs6724044	1.81697	-0.41354,0,-0.366581,-0.0612566
rs4671472	0.438403	-2.53105,0,-2.4903,-1.60192
rs4671473	1.20988	-0.583693,0,-0.790303,0.0878303
rs4671474	2.0437	0.255041,0,-0.124386,-0.255241
rs4671475	0.506661	0.657204,0,0.432328,-0.330368
rs6545984	-0.490255	0.373373,0.262671,-0.0149063,0
rs6545985	-0.454288	0.0897013,-0.34088,-0.351824,0
rs4611627	1.08078	0.92942,0.780139,0.779396,0
rs11125957	1.36268	-2.0171,-0.961486,0,-1.12949
rs4613259	0.154995	0.328938,0.404207,-0.197407,0
rs6755183	-1.85964	-0.105568,-0.643179,0.0431373,0
rs6744720	0.452315	-0.424099,-0.757848,0,-0.315277
rs6719375	0.237562	0,-0.682716,-0.81612,-1.61377
rs6705776	-0.167393	-0.330816,0.159459,0.0313186,0
rs4428008	1.63033	-0.12229,0,-0.392264,0.0888469
rs4560098	-1.09332	0,-0.152141,0.221608,0.863425
rs2421884	-0.0867604	-0.539223,0.430613,-0.0430124,0
rs9967684	-0.770384	-0.189032,-0.106985,0,0.145722
rs11691718	-1.18651	-0.334126,1.13425,0,0.0392186
rs4671476	-0.768694	1.66189,0.780246,1.60747,0
rs7591562	-0.33544	0.226531,0.242927,0,0.0424621
rs6545986	-1.76426	0,1.50799,1.1911,0.686617
rs12713478	0.460618	0.0347217,0,0.922384,0.977224
rs6708847	0.271135	0.47016,0.306044,-0.0388022,0
rs6709115	2.73473	-1.05188,-0.900395,-0.836654,0
rs12994711	-0.536968	-0.045903,0.0245073,0,0.14407
rs11675647	-1.22752	0.456344,0.362846,0,0.357469
rs6713500	1.91241	-0.50531,-0.592154,-0.749773,0
rs6734468	-0.157902	0,0.300759,0.176155,-0.188219
rs6706180	0.615076	-0.193226,-0.648814,0,-0.178928
rs6706424	1.42906	-0.930584,-1.34505,0,-1.23363
