rs360808	0.833708	0.0797065,0.169443,-0.658995,0
rs4671448	1.14037	-0.0512403,0,0.53822,-1.24213
rs7591708	0.293455	0.0913058,0.454497,0.814243,0
rs12713469	-0.762925	-0.212635,-0.0908174,0,0.118481
rs13410889	0.0598315	0.575036,0.433352,1.09262,0
rs2710641	1.24628	-0.922,-0.93203,0,-0.507224
rs6545977	0.473387	0.0542477,-0.40448,0,-0.331198
rs62180268	0.59641	0.730599,1.57456,0,-0.807078
rs62180269	-0.890409	-0.189052,-0.660068,-0.205628,0
rs62180270	0.252156	0.014994,-0.225005,0,-0.0856877
rs62180271	-0.117889	0.84597,0.0936,0,0.515041
rs62180272	0.182315	-0.391027,-0.294344,0,-0.0543652
rs62180275	-0.287695	0.869062,0.445462,0,0.432482
rs62180276	-1.82838	0,-1.70119,-1.29012,-1.22956
rs79036893	1.00636	0.823442,0.411656,0.218281,0
rs62180307	-4.68143	3.21241,2.47978,2.86792,0
rs62180308	-1.16911	0.334787,0.440256,0.34567,0
rs62180310	1.96973	-1.31288,-0.996499,-0.678743,0
rs62180312	1.52764	-0.414248,0,-1.08144,-0.352573
rs62180314	-0.771354	0.633741,0.789554,0,-0.0714363
rs62180316	0.760905	0.173997,0,0.191353,-0.0584325
rs62180317	1.69067	0.152796,0,-0.0724161,0.613302
rs77756925	-0.781859	0.119696,-0.352618,-0.0491943,0
rs62180320	0.292967	0.0367308,0,-0.368977,0.538802
rs17408652	1.8035	-0.700207,-0.308613,-0.410954,0
rs7568224	1.36254	0,-0.266298,-0.0875182,-0.394676
rs17408841	0.693974	0,0.374073,0.504876,0.288181
rs2421862	1.00731	0.12761,0.579173,0,0.492259
rs62180322	-0.66191	-0.00760278,0,0.101081,-0.153609
rs13411657	-0.723048	0.997568,0.546538,0,0.0449802
rs62180323	0.573709	0.0280614,0.0576637,0.287896,0
rs62180324	0.732337	0.115214,1.1774,0,-0.0361106
rs13431765	0.57533	-0.636925,0.206709,-0.0524038,0
rs62180325	2.59149	-0.436926,-0.356229,0,0.0920099
rs7605319	0.94648	0.841065,0,0.238872,0.326497
rs13427868	1.151	-0.375667,0.182109,0,0.0994304
rs62177761	0.988301	0.238941,0.243568,0.0381643,0
rs62177762	0.722224	0,-0.832799,0.11646,-0.31055
rs13387839	-0.566343	0.1034,0,0.0899412,0.0201838
rs12151606	0.155133	0.80832,0.435789,1.03715,0
rs17432684	-1.88885	0,-1.17548,-0.727217,-1.45741
rs17348134	0.0895119	0,0.169543,0.247669,-0.0369312
rs62177774	-0.543088	-0.0761817,0.155568,0.520903,0
rs10188700	0.414091	-0.361266,-0.0757129,0,-0.0575917
rs58483312	1.16504	-0.511227,0,-1.6334,-0.161163
rs13417792	-1.14971	-0.67638,-0.99764,0,-0.787837
rs62177782	-1.16506	0.410741,0,1.15438,0.151914
rs62177783	0.00220002	-0.752616,-0.74973,-0.640695,0
rs10203263	0.413634	0.487482,0,-0.352955,0.459554
rs62177789	0.47254	0,0.0347147,-0.113731,-0.346116
rs62177791	0.0319638	0.0169586,0,0.46247,0.309974
rs10169579	-0.693057	0.153438,-0.364254,0,0.619782
rs62177792	0.111673	0,0.714664,0.751528,0.746275
rs1850984	2.72302	-0.823729,-0.723101,0,-0.0794301
rs13422328	1.08026	0,0.385294,0.363447,0.0899599
rs17432775	0.125065	0.0653474,0,-0.406884,-0.361427
rs62177793	-1.72149	-0.757696,-0.344515,0.251851,0
rs62177797	2.74109	-1.07919,-0.850764,-0.818422,0
rs62177820	-1.2967	0,1.28843,0.804065,0.932904
rs62177821	-1.41656	0,0.731961,0.389102,1.24255
rs7349440	0.706319	-0.967626,-0.07505,0,-0.168349
rs2263636	0.142154	0,0.236513,0.436725,0.560954
rs2677436	0.411688	0,-0.778162,-0.50879,-1.89194
rs2677437	0.991771	0,0.751151,0.494091,0.452666
rs2677438	-2.78725	-0.212185,0,-0.0357346,0.433848
rs2677439	-0.20385	0,0.3604,0.747115,0.896512
rs2677440	-0.201545	0.0130617,0.603007,-0.451497,0
rs970278	-0.24849	0,-0.663261,0.0729029,-0.475408
rs2951185	2.29711	-0.298994,0.177193,0.367615,0
rs2945032	1.09164	-0.0462001,0,-0.413583,-0.896689
rs2951186	1.05495	0,-0.287036,-2.34824,0.231353
rs62177824	0.434274	0.220125,0.225199,0,-0.185068
rs1607204	-0.298861	-0.234086,0.160396,-0.603105,0
rs1607205	-0.196092	-0.540432,-1.88883,0,0.257802
rs1589092	0.472149	0,-0.459285,0.149655,0.670099
rs11685910	1.09112	0.766932,1.15283,0.546544,0
rs11691166	0.628414	0,0.0205054,0.520272,0.0392048
rs13020171	-1.31523	0,0.644965,0.847089,0.997976
rs10184105	1.22149	-1.91275,-1.34129,0,-0.434997
rs4671468	1.34498	-0.116706,-0.151373,0,0.358544
rs4671469	0.598598	-0.618527,0.443763,0,0.0302067
rs2030188	-0.138266	0.591596,-0.241685,0,0.829911
rs2030189	0.16787	-0.210235,0.595393,0.232298,0
rs2030190	0.750308	0.443417,0,0.371727,0.601121
